form_id,form_datetime,sample_name,Baratron_Avg,calc_%_N2_Avg,calc_%_H2_Avg,calc_%_H2_2STD,calc_%_H2_umol,calc_%_H2_umol/h,calc_%_O2_Avg,calc_%_O2_2STD,calc_%_O2_umol,calc_%_O2_umol/h,calc_%_Ar_Avg,calc_%_CO2_Avg
338294,2022-09-02 17:24:51,PlateAgilent 9_Vial1,0.892352,98.335861008363,0.01962144731387708,0.00025937424573226964,0.053480487812686224,0.013370121953171556,1.45384364274235,0.027293631935537147,3.9626163133360737,0.9906540783340184,0.16361896239950285,0.02705493918127734
338295,2022-09-02 17:48:48,PlateAgilent 9_Vial2,0.881177,99.70170261876387,0.019517653755509894,0.0007672494975950601,0.05319758665639049,0.013299396664097622,0.044559240727218855,0.013548773713710806,0.12145128198413735,0.030362820496034337,0.2122456454801539,0.021974841273252617
338296,2022-09-02 18:11:12,PlateAgilent 9_Vial3,0.883952,98.52167540873926,0.020516981688495393,0.000306777914183192,0.05592136867338318,0.013980342168345795,1.1874715752229914,0.017475094660844074,3.236588926939661,0.8091472317349152,0.246680226976229,0.0236558073730325
338297,2022-09-02 18:33:21,PlateAgilent 9_Vial4,0.906302,95.18183726158274,0.026359208310512736,0.00019922565015502425,0.07184502224794777,0.017961255561986942,4.451034158150476,0.039758303928281856,12.131800179717764,3.032950044929441,0.3111400240255795,0.029629347930682545
338298,2022-09-02 18:55:28,PlateAgilent 9_Vial5,0.900752,94.25628099745435,0.016146548359435714,0.00024075057970323984,0.04400925522670443,0.011002313806676108,5.3427718263544675,0.029507425306587374,14.562332684971242,3.6405831712428105,0.35392712997252473,0.030873497859219452
338299,2022-09-02 19:17:45,PlateAgilent 9_Vial6,0.911852,99.04620682723515,0.01402052372963119,0.00022440844275094945,0.03821453313078046,0.009553633282695114,0.827735951214779,0.00864499110674936,2.2560885414276406,0.5640221353569101,0.09164761608261293,0.020389081737831882
338300,2022-09-02 19:40:14,PlateAgilent 9_Vial7,0.914702,99.1021684699362,0.015801126446750594,0.00015739146257596977,0.04306776849047748,0.01076694212261937,0.7704121271207971,0.00905645728138332,2.099845934712967,0.5249614836782418,0.09101494916494554,0.020603327331303142
338301,2022-09-02 20:04:57,PlateAgilent 9_Vial8,0.906302,99.83869066606812,0.01667492057028526,0.00041344004805036176,0.045449393822541664,0.011362348455635416,0.03166343686130082,0.007273248964361199,0.08630230084867052,0.02157557521216763,0.0934424908067788,0.019528485693511656
338302,2022-09-02 20:27:14,PlateAgilent 9_Vial9,0.909077,99.1776304549241,0.015402736958076686,0.0004260704611520322,0.04198191259754043,0.010495478149385108,0.6926545393479133,0.007054421348650449,1.8879087794812774,0.47197719487031936,0.09453818442585776,0.019774084344047038
338303,2022-09-02 20:49:43,PlateAgilent 9_Vial10,0.914702,99.06135795143868,0.014624517243773366,0.00037639273698046095,0.03986078619536337,0.009965196548840842,0.8102265207179533,0.009012330858380532,2.20836459582296,0.55209114895574,0.09442799553139142,0.01936301506821088
338304,2022-09-02 21:12:07,PlateAgilent 9_Vial11,0.909077,98.99681838036001,0.013530952439965348,0.00020257904609844506,0.0368801508616449,0.009220037715411225,0.8762643899701921,0.007455513077788518,2.388358324380503,0.5970895810951258,0.09395812787415694,0.01942814935567339
338305,2022-09-02 21:34:37,PlateAgilent 9_Vial12,0.911852,99.20203814074429,0.03271274517249592,0.0001600823662925946,0.08916231007484682,0.022290577518711704,0.6462027199157343,0.005407997181561053,1.7612990588383575,0.44032476470958937,0.0998011207962528,0.01924527337121506
338306,2022-09-02 21:59:50,PlateAgilent 9_Vial13,0.909077,99.8398032265665,0.015662504523867356,0.0002658718790818863,0.042689938662802886,0.010672484665700721,0.021025586893478252,0.007228811708691917,0.057307630045005706,0.014326907511251426,0.10469548154611509,0.018813200470040814
338307,2022-09-02 22:22:11,PlateAgilent 9_Vial14,0.909077,99.00104662491623,0.013399021829947977,0.00034311259440032715,0.0365205589687388,0.0091301397421847,0.852800916588567,0.007602155318555526,2.3244059572509994,0.5811014893127499,0.11374920263515981,0.01900423403009341
338308,2022-09-02 22:44:36,PlateAgilent 9_Vial15,0.917477,98.61332906468222,0.014754692477919554,0.00017917149876878338,0.040215593611549486,0.010053898402887371,1.217387438888631,0.01135446677873031,3.3181280181485286,0.8295320045371322,0.13505267494267714,0.01947612900855244
338309,2022-09-02 23:08:15,PlateAgilent 10_Vial1,0.909077,98.42591712153418,0.013384992549788415,0.0002247881969347604,0.036482320568961654,0.009120580142240414,1.3932119215167242,0.010779052121383555,3.7973576565102864,0.9493394141275716,0.14717488606811852,0.0203110783311907
338310,2022-09-02 23:30:37,PlateAgilent 10_Vial2,0.897902,99.20033844877172,0.021773069970586274,0.0005181467502913494,0.05934498024430484,0.01483624506107621,0.6116269562882124,0.008209049264517335,1.6670588799302386,0.41676471998255965,0.14734995351678196,0.01891157145269999
338311,2022-09-02 23:53:03,PlateAgilent 10_Vial3,0.900752,98.63937444602318,0.015639502532222557,0.0004028244806909545,0.04262724411666933,0.010656811029167332,1.165693704737514,0.009358655542420992,3.1772308623456627,0.7943077155864157,0.1597040398838015,0.019588306823277196
338312,2022-09-03 00:15:26,PlateAgilent 10_Vial4,0.914702,99.0223680632771,0.01314941370808707,0.00017046635475792532,0.03584022362417486,0.008960055906043716,0.7955605267085069,0.008556533957336538,2.168390759982196,0.542097689995549,0.14985884251241582,0.019063153793908393
338313,2022-09-03 00:40:46,PlateAgilent 10_Vial5,0.903527,99.79142903326512,0.012512819402961563,0.0005293809131642138,0.03410511339340143,0.008526278348350357,0.016625058037232163,0.005807723668252979,0.045313487813744356,0.011328371953436089,0.16135650656153752,0.018076582733154864
338314,2022-09-03 01:03:15,PlateAgilent 10_Vial6,0.900752,97.84603812319187,0.014012704136412115,0.00034524998978825846,0.03819321993949731,0.009548304984874327,1.9333469355530806,0.013741398166755955,5.26955711118286,1.317389277795715,0.18619213790225225,0.020410099216391107
338315,2022-09-03 01:25:22,PlateAgilent 10_Vial7,0.878402,96.03193188744851,0.012338963454181905,0.0002496986496827845,0.033631249218086606,0.008407812304521652,3.7247883289150012,0.022235722098972142,10.152334516551685,2.538083629137921,0.17488105197302933,0.05605976820927788
338316,2022-09-03 01:47:50,PlateAgilent 10_Vial8,0.833777,99.31658227089667,0.016840120206637464,0.0002589830398646623,0.045899664233142096,0.011474916058285524,0.5036961558430301,0.006854292349526047,1.3728811994825931,0.3432202998706483,0.14410936906870192,0.01877208398495841
338317,2022-09-03 02:10:13,PlateAgilent 10_Vial9,0.895127,98.58665514043756,0.012596281458159218,0.00035281670997503036,0.03433259872383691,0.008583149680959228,1.167732674048043,0.008084464579882433,3.18278830526095,0.7956970763152375,0.21340095596198816,0.019614948094243204
338318,2022-09-03 02:32:39,PlateAgilent 10_Vial10,0.886802,98.74058540512404,0.015876392194101113,0.00017462873540560005,0.04327291385103634,0.010818228462759085,1.014678039819683,0.008271309989029748,2.765620480197614,0.6914051200494035,0.2100708906196016,0.018789272242568968
338319,2022-09-03 02:57:55,PlateAgilent 10_Vial11,0.892352,99.7107402126096,0.014038648061866135,0.0003114608105179213,0.038263933061055654,0.009565983265263913,0.015038517030969343,0.005226107693275311,0.04098918973356364,0.01024729743339091,0.24248811591391978,0.017694506383656092
338320,2022-09-03 03:20:13,PlateAgilent 10_Vial12,0.867227,97.69470912580023,0.012648476705619988,0.0002667826827193671,0.03447486281124354,0.008618715702810885,2.0447101841823097,0.01465562519442225,5.573090319810364,1.393272579952591,0.22676433449809158,0.021167878813741804
338321,2022-09-03 03:42:30,PlateAgilent 10_Vial13,0.886802,96.76918108642994,0.0581803523830913,0.0008230697671772645,0.15857717204994945,0.03964429301248736,2.8369766838370127,0.013105235811105153,7.732502834157181,1.9331257085392952,0.31402870813766354,0.02163316921230425
338322,2022-09-03 04:04:35,PlateAgilent 10_Vial14,0.881177,96.51459759432032,0.015558793980179609,0.00025945309712562805,0.04240726377246404,0.01060181594311601,3.0852010663080778,0.020301993767808505,8.40906663952778,2.102266659881945,0.36129656579387215,0.023345979597550998
338323,2022-09-03 04:27:00,PlateAgilent 10_Vial15,0.886802,97.47995145230468,0.011248067405221097,0.00013042525763276884,0.030657887879440883,0.007664471969860221,2.215483496639984,0.012873576551614854,6.038552418988209,1.5096381047470522,0.2722184187099965,0.02109856494013542
