form_id,form_datetime,sample_name,Baratron_Avg,calc_%_N2_Avg,calc_%_H2_Avg,calc_%_H2_2STD,calc_%_H2_umol,calc_%_H2_umol/h,calc_%_O2_Avg,calc_%_O2_2STD,calc_%_O2_umol,calc_%_O2_umol/h,calc_%_Ar_Avg,calc_%_CO2_Avg
341208,2022-11-30 13:19:34,PlateAgilent 1_Vial1,0.978827,99.84126230941565,0.01854066615828854,0.0005342044530034965,0.050534695767124174,0.012633673941781044,0.055653609176948,0.0062482646585732896,0.1516902458675794,0.03792256146689485,0.021924246111324684,0.06261916913778362
341209,2022-11-30 13:31:18,PlateAgilent 1_Vial2,0.925802,99.77160411289165,0.02043115563401545,0.0007594073591690574,0.05568743999385203,0.013921859998463007,0.1500248324900853,0.006463401960590514,0.40890975559747955,0.10222743889936989,0.024011912377231923,0.03392798660701164
341210,2022-11-30 13:43:03,PlateAgilent 1_Vial3,0.925802,99.84333321553365,0.020037876937628894,0.0009734199994000106,0.054615514146964306,0.013653878536741076,0.07563347238869096,0.006505156269262128,0.2061476370019759,0.05153690925049397,0.024634815006111855,0.036360620133922134
341211,2022-11-30 13:54:46,PlateAgilent 1_Vial4,0.928577,99.8496972400041,0.021089915532510682,0.0008021482028683145,0.057482965072068036,0.014370741268017009,0.049914208453747354,0.006441715259451194,0.13604685598307428,0.03401171399576857,0.025301420794182537,0.05399721521545016
341212,2022-11-30 14:06:29,PlateAgilent 1_Vial5,0.923027,99.86285183803457,0.021061005911401677,0.0005810164072032006,0.05740416860946988,0.01435104215236747,0.056501851993094,0.0051018697832203004,0.15400222820330706,0.038500557050826764,0.024590326690945373,0.03499497736998784
341213,2022-11-30 14:19:33,PlateAgilent 1_Vial6,0.928577,99.88748946689338,0.021366059214138457,0.001253826007258526,0.05823562610484515,0.014558906526211288,0.02680458525793887,0.009892091303553587,0.07305894780745678,0.018264736951864195,0.025172947509775893,0.03916694112475584
341214,2022-11-30 14:31:17,PlateAgilent 1_Vial7,0.928577,99.82026357286216,0.020933935723978024,0.0009156662816316263,0.057057824351518016,0.014264456087879504,0.10041728728897303,0.0067709503191294524,0.27369874521146026,0.06842468630286506,0.025281927714429032,0.033103276410447004
341215,2022-11-30 14:42:58,PlateAgilent 1_Vial8,0.925802,99.76939568660728,0.020814303639799657,0.001188268201859948,0.05673175349050755,0.014182938372626887,0.13863500045320742,0.006673660728807284,0.3778654720799235,0.09446636801998087,0.02537795378387564,0.045777055515836475
341216,2022-11-30 14:54:41,PlateAgilent 1_Vial9,0.925802,99.76501276468457,0.021075045948838456,0.0009658025102520436,0.0574424363294304,0.0143606090823576,0.16602474727361574,0.0071046503026210035,0.4525193443243745,0.11312983608109363,0.02518287395947324,0.022704568133503633
341217,2022-11-30 15:07:34,PlateAgilent 1_Vial10,0.923027,99.86033800334266,0.02243118557670079,0.0015554076433483824,0.06113874923030894,0.015284687307577234,0.0225525687966443,0.009685902741786306,0.06146959301114779,0.015367398252786947,0.02559991665953918,0.06907832562445258
